wave cflux
5.338023958748922 3.532620157240205e-14
5.338223581220061 1.9239045504756862e-13
5.338424141163682 1.1129805434116659e-13
5.338623796453308 1.7251028518393831e-13
5.338824112226614 1.608345382912653e-13
5.339024010671748 1.2078919217413339e-13
5.339224085336998 1.96362311738705e-13
5.339424223868379 2.087197244223676e-13
5.339624060488762 1.9781880854747886e-13
5.339824436036209 1.625777389091812e-13
5.340024051924565 1.486331927092626e-13
5.3402246329195 1.351874649902302e-13
5.340424261687371 1.3392569170202253e-13
5.340624612462205 1.8925748092899107e-13
5.340824470403625 1.426164147894577e-13
5.341024594024796 1.5556016546232157e-13
5.341224678066326 1.658807837934596e-13
5.34142457760119 1.7589483835874917e-13
5.341624884668468 1.4086663898637133e-13
5.3418245631853 1.190457070963296e-13
5.342025090203042 1.7541159107072046e-13
5.342224698045386 1.8194306338538487e-13
5.3424251473886954 1.2700542579041355e-13
5.342624901115415 9.379545606979413e-14
5.342825137278362 1.8362452264568541e-13
5.3430251031001035 1.7411538004015963e-13
5.343225129154222 1.480824842026747e-13
5.34342530399244 1.7696642213509282e-13
5.343625123010183 1.2356369005464576e-13
5.3438255037854105 1.1699212147183483e-13
5.344025118840151 1.1483716513586105e-13
5.344225702471997 8.370173568886436e-14
5.344425302153422 1.2409472460173842e-13
5.344625714529791 1.1349054150305798e-13
5.344825498315858 1.3375250039043903e-13
5.345025714579814 1.3843705734177724e-13
5.3452256933541165 1.8033753598596116e-13
5.345425716582288 1.5956156111258743e-13
5.3456258872611695 1.1930219901446215e-13
5.345825720531118 1.2361231597210073e-13
5.346026080029999 1.1581844434639918e-13
5.346225726420197 1.1578336239963307e-13
5.3464262716535735 1.008158728739431e-13
5.34662586305902 1.6933695063432224e-13
5.346826333309273 2.0228911697019842e-13
5.3470260520987605 1.4534533762860333e-13
5.347226343332784 1.5780242644426152e-13
5.347426239975427 1.5036211710570417e-13
5.347626355274962 1.3575897636849745e-13
5.34782642668199 9.443347788323358e-14
5.348026369129699 1.5537432967716183e-13
5.348226612211411 1.1854253726522608e-13
5.3484263848908835 7.060806556279915e-14
5.3486267965566565 9.268858966464055e-14
5.348826402552401 1.1886498335719811e-13
5.34902697971069 9.274433248843203e-14
5.349226561272554 1.4083721785530712e-13
5.349427022502061 1.5107786151644345e-13
5.349626741772179 1.3363814476337477e-13
5.349827044196767 1.0011159994046514e-13
5.350026921062745 1.1713469140518955e-13
5.35022706777019 1.1740647068737464e-13
